XNXQ	KCH	KCM	XM
2013-2014-2	10421084	微积分B(2)	2013000005
2013-2014-2	00510032	企业管理基础	2013000022
2013-2014-2	10641012	学术英语听说（1）- 转述	2013000047
2013-2014-2	10641012	学术英语听说（1）- 转述	2013000045
2013-2014-2	00430093	天文学导论	2013000042
2013-2014-2	00701211	社会心理探索	2013000038
2013-2014-2	00050071	环境保护与可持续发展	2013000033
2013-2014-2	10641072	学术英语读写（2）－议论文	2013000003
2013-2014-2	10720221	一年级男生体育(2)	2013000035
2013-2014-2	10421102	线性代数(2)	2013000035
2013-2014-2	20440532	无机及分析化学实验B	2013000011
2013-2014-2	20440532	无机及分析化学实验B	2013000012
2013-2014-2	10430934	大学物理A(1)	2013000031
2013-2014-2	10720211	一年级女生体育(2)	2013000038
2013-2014-2	10720221	一年级男生体育(2)	2013000047
2013-2014-2	10610193	中国近现代史纲要	2013000004
2013-2014-2	20440532	无机及分析化学实验B	2013000015
2013-2014-2	02070251	大学生职业生涯规划与发展	2013000027
2013-2014-2	30450203	生物化学(1)(英文)	2013000044
2013-2014-2	10430764	普通物理(2)	2013000049
2013-2014-2	30510803	经济学原理(2)	2013000019
2013-2014-2	10430992	光学	2013000004
2013-2014-2	S1510021	实验室科研探究（1）	2013000011
2013-2014-2	10421102	线性代数(2)	2013000046
2013-2014-2	00220033	计算机网络技术基础	2013000015
2013-2014-2	10421084	微积分B(2)	2013000001
2013-2014-2	10720221	一年级男生体育(2)	2013000010
2013-2014-2	10720221	一年级男生体育(2)	2013000008
2013-2014-2	30470023	计算机应用数学	2013000034
2013-2014-2	10720221	一年级男生体育(2)	2013000028
2013-2014-2	10720221	一年级男生体育(2)	2013000027
2013-2014-2	10421102	线性代数(2)	2013000021
2013-2014-2	10610193	中国近现代史纲要	2013000042
2013-2014-2	10610193	中国近现代史纲要	2013000024
2013-2014-2	10610193	中国近现代史纲要	2013000035
2013-2014-2	30230683	计算机程序设计基础（2）	2013000031
2013-2014-2	10720221	一年级男生体育(2)	2013000045
2013-2014-2	10610193	中国近现代史纲要	2013000050
2013-2014-2	10610193	中国近现代史纲要	2013000023
2013-2014-2	20120163	机械设计基础(1)	2013000032
2013-2014-2	00690762	演讲与口才实用技巧	2013000016
2013-2014-2	00782131	艺术欣赏导论	2013000030
2013-2014-2	20440201	有机化学实验B	2013000011
2013-2014-2	20440201	有机化学实验B	2013000012
2013-2014-2	00701211	社会心理探索	2013000010
2013-2014-2	10310013	程序设计基础	2013000032
2013-2014-2	10421102	线性代数(2)	2013000036
2013-2014-2	00690062	围棋与中国文化	2013000028
2013-2014-2	40021126	建筑设计(2)	2013000026
2013-2014-2	10610193	中国近现代史纲要	2013000008
2013-2014-2	10610193	中国近现代史纲要	2013000040
2013-2014-2	30230842	电子电路与系统基础实验	2013000031
2013-2014-2	00510454	经济学原理	2013000038
2013-2014-2	10641062	学术英语读写（1）－说明文	2013000042
2013-2014-2	00690262	《老子》与《论语》	2013000003
2013-2014-2	10430205	物理学导论	2013000019
2013-2014-2	00641302	商务英语视听说	2013000041
2013-2014-2	00690602	创新人才与大学文化	2013000050
2013-2014-2	40021126	建筑设计(2)	2013000018
2013-2014-2	10430484	大学物理B(1)	2013000028
2013-2014-2	20900012	工程计算机制图	2013000007
2013-2014-2	10610193	中国近现代史纲要	2013000032
2013-2014-2	10421084	微积分B(2)	2013000014
2013-2014-2	40450382	分子生物学基础	2013000043
2013-2014-2	10421102	线性代数(2)	2013000050
2013-2014-2	10421102	线性代数(2)	2013000023
2013-2014-2	02070251	大学生职业生涯规划与发展	2013000041
2013-2014-2	10430484	大学物理B(1)	2013000045
2013-2014-2	10421065	微积分A(2)	2013000024
2013-2014-2	10720221	一年级男生体育(2)	2013000017
2013-2014-2	S1510031	实验室科研探究（2）	2013000009
2013-2014-2	S1510031	实验室科研探究（2）	2013000015
2013-2014-2	20740073	计算机程序设计基础	2013000041
2013-2014-2	00690702	1966-1976年中国文化史论	2013000036
2013-2014-2	10421084	微积分B(2)	2013000047
2013-2014-2	00690342	西方哲学精神探源	2013000048
2013-2014-2	10430484	大学物理B(1)	2013000003
2013-2014-2	02070071	大学生心理训练与潜能开发	2013000010
2013-2014-2	60640102	法语(第二外国语)(1)	2013000031
2013-2014-2	10610193	中国近现代史纲要	2013000016
2013-2014-2	30020771	人居科学基础 	2013000026
2013-2014-2	30020771	人居科学基础 	2013000018
2013-2014-2	10610193	中国近现代史纲要	2013000041
2013-2014-2	10641032	学术英语听说（3）－讨论	2013000019
2013-2014-2	02070071	大学生心理训练与潜能开发	2013000007
2013-2014-2	10720221	一年级男生体育(2)	2013000005
2013-2014-2	10720221	一年级男生体育(2)	2013000002
2013-2014-2	10720221	一年级男生体育(2)	2013000015
2013-2014-2	00690783	唐诗鉴赏	2013000029
2013-2014-2	10430484	大学物理B(1)	2013000037
2013-2014-2	10641022	学术英语听说（2）－综述	2013000002
2013-2014-2	10641022	学术英语听说（2）－综述	2013000015
2013-2014-2	02070262	成功之道	2013000017
2013-2014-2	40240432	形式语言与自动机	2013000021
2013-2014-2	10610193	中国近现代史纲要	2013000048
2013-2014-2	10430484	大学物理B(1)	2013000012
2013-2014-2	00781882	多元文化中的音乐现象	2013000001
2013-2014-2	10610193	中国近现代史纲要	2013000031
2013-2014-2	20220174	电路原理A(1)	2013000037
2013-2014-1	00750011	图书馆概论	2013000043
2013-2014-1	00440101	纳米生物机器	2013000005
2013-2014-1	00440081	超分子化学：认识物质世界的新层面	2013000009
2013-2014-1	20740073	计算机程序设计基础	2013000046
2013-2014-1	20740073	计算机程序设计基础	2013000050
2013-2014-1	20740073	计算机程序设计基础	2013000023
2013-2014-1	20740073	计算机程序设计基础	2013000028
2013-2014-1	20740073	计算机程序设计基础	2013000027
2013-2014-1	00160032	跨学科系统集成设计挑战	2013000032
2013-2014-1	30420405	数学分析(1)	2013000022
2013-2014-1	10421094	线性代数(1)	2013000043
2013-2014-1	10510103	西方文明	2013000017
2013-2014-1	10430922	热学	2013000004
2013-2014-1	10641082	学术英语读写（3）－文献综述	2013000032
2013-2014-1	30240282	计算机科学导论	2013000021
2013-2014-1	10450042	普通生物学实验	2013000016
2013-2014-1	40021116	建筑设计(1)	2013000026
2013-2014-1	40420393	离散数学	2013000024
2013-2014-1	30020492	空间形体表达基础	2013000026
2013-2014-1	20440314	无机与分析化学	2013000012
2013-2014-1	20440333	有机化学B	2013000013
2013-2014-1	10720011	体育(1)	2013000002
2013-2014-1	10720011	体育(1)	2013000030
2013-2014-1	10720011	体育(1)	2013000021
2013-2014-1	10720011	体育(1)	2013000047
2013-2014-1	10720011	体育(1)	2013000013
2013-2014-1	10610183	思想道德修养与法律基础	2013000034
2013-2014-1	10610183	思想道德修养与法律基础	2013000032
2013-2014-1	10610183	思想道德修养与法律基础	2013000044
2013-2014-1	10610183	思想道德修养与法律基础	2013000007
2013-2014-1	10610183	思想道德修养与法律基础	2013000031
2013-2014-1	10610183	思想道德修养与法律基础	2013000009
2013-2014-1	10450034	普通生物学	2013000002
2013-2014-1	10450042	普通生物学实验	2013000013
2013-2014-1	10440111	大学化学实验B	2013000006
2013-2014-1	10421094	线性代数(1)	2013000007
2013-2014-1	10421094	线性代数(1)	2013000039
2013-2014-1	10421075	微积分B(1)	2013000009
2013-2014-1	10421075	微积分B(1)	2013000016
2013-2014-1	10421075	微积分B(1)	2013000038
2013-2014-1	10421075	微积分B(1)	2013000013
2013-2014-1	10420604	高等代数	2013000010
2013-2014-1	10641022	学术英语听说（2）－综述	2013000034
2013-2014-1	20510032	工程经济学	2013000047
2013-2014-1	10641032	学术英语听说（3）－讨论	2013000041
2013-2014-1	30470013	计算机入门	2013000036
2013-2014-1	00782131	艺术欣赏导论	2013000042
2013-2014-1	00782131	艺术欣赏导论	2013000041
2013-2014-1	70450211	生物转化前沿	2013000012
2013-2014-1	10641072	学术英语读写（2）－议论文	2013000002
2013-2014-1	20740042	计算机文化基础	2013000038
2013-2014-1	S1510051	实验室科研探究（4）	2013000048
2013-2014-1	02070012	党的知识概论	2013000039
2013-2014-1	02070161	志愿服务管理概论	2013000041
2013-2014-2	00782281	中外名曲赏析	2013000047
2013-2014-2	40450442	种子植物分类学	2013000011
2013-2014-2	10720211	一年级女生体育(2)	2013000030
2013-2014-2	40440032	高等无机化学	2013000040
2013-2014-2	20440532	无机及分析化学实验B	2013000041
2013-2014-2	10421084	微积分B(2)	2013000015
2013-2014-2	10421065	微积分A(2)	2013000028
2013-2014-2	10421065	微积分A(2)	2013000027
2013-2014-2	10641022	学术英语听说（2）－综述	2013000010
2013-2014-2	00690262	《老子》与《论语》	2013000037
2013-2014-2	10421102	线性代数(2)	2013000039
2013-2014-2	20740073	计算机程序设计基础	2013000012
2013-2014-2	20740073	计算机程序设计基础	2013000013
2013-2014-2	10430484	大学物理B(1)	2013000042
2013-2014-2	10641022	学术英语听说（2）－综述	2013000033
2013-2014-2	10421102	线性代数(2)	2013000028
2013-2014-2	10421102	线性代数(2)	2013000034
2013-2014-2	00450162	现代生物学实验	2013000047
2013-2014-2	02070071	大学生心理训练与潜能开发	2013000027
2013-2014-2	00690772	俄罗斯民族研究	2013000004
2013-2014-2	10641072	学术英语读写（2）－议论文	2013000006
2013-2014-2	10421102	线性代数(2)	2013000013
2013-2014-2	10450042	普通生物学实验	2013000005
2013-2014-2	00230112	设计互联网	2013000018
2013-2014-2	10421102	线性代数(2)	2013000027
2013-2014-2	10641092	学术英语读写（4）－研究论文	2013000024
2013-2014-2	10421065	微积分A(2)	2013000049
2013-2014-2	20220221	电路原理实验	2013000034
2013-2014-2	10720221	一年级男生体育(2)	2013000007
2013-2014-2	10720221	一年级男生体育(2)	2013000001
2013-2014-2	10641012	学术英语听说（1）- 转述	2013000011
2013-2014-2	10610193	中国近现代史纲要	2013000030
2013-2014-2	S1510021	实验室科研探究（1）	2013000008
2013-2014-2	40310662	力学生物学——生命科学中的力学视野	2013000030
2013-2014-2	02070041	学生社会工作概论（提高班）	2013000029
2013-2014-2	10690012	学术之道	2013000020
2013-2014-2	00450012	生态学	2013000012
2013-2014-2	10641022	学术英语听说（2）－综述	2013000001
2013-2014-2	00690062	围棋与中国文化	2013000010
2013-2014-2	00690783	唐诗鉴赏	2013000030
2013-2014-2	10720221	一年级男生体育(2)	2013000022
2013-2014-2	00691153	不朽的艺术：走进大师与经典	2013000029
2013-2014-2	10720221	一年级男生体育(2)	2013000013
2013-2014-2	30450203	生物化学(1)(英文)	2013000015
2013-2014-2	30450203	生物化学(1)(英文)	2013000016
2013-2014-2	10720211	一年级女生体育(2)	2013000037
2013-2014-2	20440362	无机化学实验A(2)	2013000009
2013-2014-2	10641062	学术英语读写（1）－说明文	2013000008
2013-2014-2	S1510021	实验室科研探究（1）	2013000026
2013-2014-2	30450203	生物化学(1)(英文)	2013000013
2013-2014-2	30450203	生物化学(1)(英文)	2013000014
2013-2014-2	30240532	面向对象程序设计基础	2013000021
2013-2014-2	30050032	环境学导论	2013000043
2013-2014-2	30470023	计算机应用数学	2013000036
2013-2014-2	00510392	创业管理	2013000022
2013-2014-2	10720221	一年级男生体育(2)	2013000031
2013-2014-2	20220214	电路原理	2013000034
2013-2014-2	10430484	大学物理B(1)	2013000039
2013-2014-2	10610193	中国近现代史纲要	2013000003
2013-2014-2	10720221	一年级男生体育(2)	2013000034
2013-2014-2	00590043	中国国情与发展	2013000041
2013-2014-2	00700302	科学技术史系列讲座	2013000050
2013-2014-2	20220044	电工与电子技术	2013000030
2013-2014-2	00130221	微/纳机电系统－奇妙的微小世界	2013000024
2013-2014-2	00700102	现代西方科学哲学	2013000041
2013-2014-2	00690882	《资治通鉴》导读	2013000032
2013-2014-2	30510803	经济学原理(2)	2013000017
2013-2014-2	10421084	微积分B(2)	2013000006
2013-2014-2	30511021	新生专题研讨	2013000019
2013-2014-2	10421084	微积分B(2)	2013000008
2013-2014-2	10421084	微积分B(2)	2013000004
2013-2014-2	00440012	化学与社会	2013000006
2013-2014-2	00440012	化学与社会	2013000001
2013-2014-2	00440012	化学与社会	2013000008
2013-2014-2	10610193	中国近现代史纲要	2013000045
2013-2014-2	20440104	有机化学A(1)	2013000041
2013-2014-2	20240023	离散数学(2)	2013000035
2013-2014-2	10421102	线性代数(2)	2013000033
2013-2014-2	20440532	无机及分析化学实验B	2013000043
2013-2014-2	S1510021	实验室科研探究（1）	2013000047
2013-2014-2	10421065	微积分A(2)	2013000048
2013-2014-2	20220221	电路原理实验	2013000048
2013-2014-2	10421084	微积分B(2)	2013000009
2013-2014-2	10421084	微积分B(2)	2013000011
2013-2014-2	10690012	学术之道	2013000032
2013-2014-2	40021391	建筑设计基础（2）	2013000018
2013-2014-2	10610193	中国近现代史纲要	2013000044
2013-2014-2	10510072	中文写作	2013000019
2013-2014-2	10690012	学术之道	2013000036
2013-2014-2	10690012	学术之道	2013000034
2013-2014-2	20740073	计算机程序设计基础	2013000006
2013-2014-2	10510123	中国文明	2013000019
2013-2014-2	20440104	有机化学A(1)	2013000008
2013-2014-2	20440104	有机化学A(1)	2013000040
2013-2014-2	60450031	转化医学与药物研发	2013000044
2013-2014-2	60450031	转化医学与药物研发	2013000014
2013-2014-2	20440333	有机化学B	2013000043
2013-2014-2	10641072	学术英语读写（2）－议论文	2013000044
2013-2014-2	30230683	计算机程序设计基础（2）	2013000024
2013-2014-2	10430012	复变函数	2013000010
2013-2014-2	10430484	大学物理B(1)	2013000014
2013-2014-2	10430484	大学物理B(1)	2013000005
2013-2014-2	10430484	大学物理B(1)	2013000002
2013-2014-2	10610193	中国近现代史纲要	2013000012
2013-2014-2	10430484	大学物理B(1)	2013000008
2013-2014-2	10430484	大学物理B(1)	2013000040
2013-2014-2	10641032	学术英语听说（3）－讨论	2013000007
2013-2014-2	10421065	微积分A(2)	2013000030
2013-2014-2	10641032	学术英语听说（3）－讨论	2013000044
2013-2014-2	10430934	大学物理A(1)	2013000024
2013-2014-2	10641022	学术英语听说（2）－综述	2013000022
2013-2014-2	10610193	中国近现代史纲要	2013000019
2013-2014-2	20440362	无机化学实验A(2)	2013000008
2013-2014-2	20440362	无机化学实验A(2)	2013000040
2013-2014-2	10720221	一年级男生体育(2)	2013000040
2013-2014-2	10720221	一年级男生体育(2)	2013000009
2013-2014-2	20120273	工程图学	2013000006
2013-2014-2	20120273	工程图学	2013000001
2013-2014-2	10610193	中国近现代史纲要	2013000047
2013-2014-2	30230931	电子信息科学与技术导引(1)	2013000033
2013-2014-2	20240023	离散数学(2)	2013000021
2013-2014-2	10720221	一年级男生体育(2)	2013000049
2013-2014-2	10700012	心理潜能开发	2013000032
2013-2014-2	20120273	工程图学	2013000003
2013-2014-2	10720221	一年级男生体育(2)	2013000043
2013-2014-2	10641082	学术英语读写（3）－文献综述	2013000031
2013-2014-2	10421102	线性代数(2)	2013000007
2013-2014-2	S1510041	实验室科研探究（3）	2013000049
2013-2014-2	10641082	学术英语读写（3）－文献综述	2013000036
2013-2014-2	10421065	微积分A(2)	2013000035
2013-2014-2	00691172	佛教哲学概论	2013000004
2013-2014-2	00802762	外国美术史	2013000005
